id,red,green,blue,barony,county,duchy,kingdom,empire,terrain,culture,religion,holding,map red,map green,map blue
335,0,153,195,Sea 171,,,,,,,,,,,
336,42,156,68,Sea 172,,,,,,,,,,,
337,84,159,196,Sea 173,,,,,,,,,,,
338,126,162,69,Sea 174,,,,,,,,,,,
339,168,165,197,Sea 175,,,,,,,,,,,
340,0,168,70,Sea 176,,,,,,,,,,,
341,42,171,198,Sea 177,,,,,,,,,,,
342,84,174,71,Sea 178,,,,,,,,,,,
343,126,177,199,Sea 179,,,,,,,,,,,
344,168,180,72,Sea 180,,,,,,,,,,,
345,0,183,200,Sea 181,,,,,,,,,,,
346,42,186,73,Sea 182,,,,,,,,,,,
347,84,189,201,Sea 183,,,,,,,,,,,
348,126,192,74,Sea 184,,,,,,,,,,,
349,168,195,202,Sea 185,,,,,,,,,,,
350,0,198,75,Sea 186,,,,,,,,,,,
351,42,201,203,Sea 187,,,,,,,,,,,
352,84,204,76,Sea 188,,,,,,,,,,,
353,126,207,204,Sea 189,,,,,,,,,,,
354,168,210,77,Sea 190,,,,,,,,,,,
355,0,0,205,Sea 191,,,,,,,,,,,
356,42,3,78,Sea 192,,,,,,,,,,,
357,84,6,206,Sea 193,,,,,,,,,,,
358,126,9,79,Sea 194,,,,,,,,,,,
359,168,12,207,Sea 195,,,,,,,,,,,
360,0,15,80,Sea 196,,,,,,,,,,,
361,42,18,208,Sea 197,,,,,,,,,,,
362,84,21,81,Sea 198,,,,,,,,,,,
363,126,24,209,Sea 199,,,,,,,,,,,
364,168,27,82,Sea 200,,,,,,,,,,,
365,0,30,210,Sea 201,,,,,,,,,,,
366,42,33,83,Sea 202,,,,,,,,,,,
367,84,36,211,Sea 203,,,,,,,,,,,
368,126,39,84,Sea 204,,,,,,,,,,,
369,168,42,212,Sea 205,,,,,,,,,,,
370,0,45,85,Sea 206,,,,,,,,,,,
371,42,48,213,Sea 207,,,,,,,,,,,
372,84,51,86,Sea 208,,,,,,,,,,,
373,126,54,214,Sea 209,,,,,,,,,,,
374,168,57,87,Sea 210,,,,,,,,,,,
375,0,60,215,Sea 211,,,,,,,,,,,
376,42,63,88,Sea 212,,,,,,,,,,,
377,84,66,216,Sea 213,,,,,,,,,,,
378,126,69,89,Sea 214,,,,,,,,,,,
379,168,72,217,Sea 215,,,,,,,,,,,
380,0,75,90,Sea 216,,,,,,,,,,,
381,42,78,218,Sea 217,,,,,,,,,,,
382,84,81,91,Sea 218,,,,,,,,,,,
383,126,84,219,Sea 219,,,,,,,,,,,
384,168,87,92,Sea 220,,,,,,,,,,,
385,0,90,220,Sea 221,,,,,,,,,,,
386,42,93,93,Sea 222,,,,,,,,,,,
387,84,96,221,Sea 223,,,,,,,,,,,
388,126,99,94,Sea 224,,,,,,,,,,,
389,168,102,222,Sea 225,,,,,,,,,,,
390,0,105,95,Sea 226,,,,,,,,,,,
391,42,108,223,Sea 227,,,,,,,,,,,
392,84,111,96,Sea 228,,,,,,,,,,,
393,126,114,224,Sea 229,,,,,,,,,,,
394,168,117,97,Sea 230,,,,,,,,,,,
395,0,120,225,Sea 231,,,,,,,,,,,
396,42,123,98,Sea 232,,,,,,,,,,,
397,84,126,226,Sea 233,,,,,,,,,,,
398,126,129,99,Sea 234,,,,,,,,,,,
399,168,132,227,Sea 235,,,,,,,,,,,
400,0,135,0,Sea 236,,,,,,,,,,,
401,42,138,128,Sea 237,,,,,,,,,,,
402,84,141,1,Sea 238,,,,,,,,,,,
403,126,144,129,Sea 239,,,,,,,,,,,
404,168,147,2,Sea 240,,,,,,,,,,,
405,0,150,130,Sea 241,,,,,,,,,,,
406,42,153,3,Sea 242,,,,,,,,,,,
407,84,156,131,Sea 243,,,,,,,,,,,
408,126,159,4,Sea 244,,,,,,,,,,,
409,168,162,132,Sea 245,,,,,,,,,,,
410,0,165,5,Sea 246,,,,,,,,,,,
411,42,168,133,Sea 247,,,,,,,,,,,
412,84,171,6,Sea 248,,,,,,,,,,,
413,126,174,134,Sea 249,,,,,,,,,,,
414,168,177,7,Sea 250,,,,,,,,,,,
415,0,180,135,Sea 251,,,,,,,,,,,
416,42,183,8,Sea 252,,,,,,,,,,,
417,84,186,136,Sea 253,,,,,,,,,,,
418,126,189,9,Sea 254,,,,,,,,,,,
419,168,192,137,Sea 255,,,,,,,,,,,
420,0,195,10,Sea 256,,,,,,,,,,,
421,42,198,138,Sea 257,,,,,,,,,,,
422,84,201,11,Sea 258,,,,,,,,,,,
423,126,204,139,Sea 259,,,,,,,,,,,
424,168,207,12,Sea 260,,,,,,,,,,,
425,0,210,140,Sea 261,,,,,,,,,,,
426,42,0,13,Sea 262,,,,,,,,,,,
427,84,3,141,Sea 263,,,,,,,,,,,
428,126,6,14,Sea 264,,,,,,,,,,,
429,168,9,142,Sea 265,,,,,,,,,,,
430,0,12,15,Sea 266,,,,,,,,,,,
431,42,15,143,Sea 267,,,,,,,,,,,
432,84,18,16,Sea 268,,,,,,,,,,,
433,42,87,63,Sea 269,,,,,,,,,,,
434,168,24,17,Sea 270,,,,,,,,,,,
435,0,27,145,Sea 271,,,,,,,,,,,
436,42,30,18,Sea 272,,,,,,,,,,,
437,84,33,146,Sea 273,,,,,,,,,,,
438,126,36,19,Sea impassable274,,,,,,,,,,,
439,168,39,147,Sea impassable275,,,,,,,,,,,
440,0,42,20,Sea impassable276,,,,,,,,,,,
441,42,45,148,Auckland,Auckland,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,97,0
442,84,48,21,Auckland,Auckland,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,98,0
443,126,51,149,Auckland,Auckland,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,99,0
444,168,54,22,Wellesley,Wellesley,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,100,0
445,0,57,150,Wellesley,Wellesley,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,101,0
446,42,60,23,Wellesley,Wellesley,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,102,0
447,84,63,151,Wallace,Wallace,Snowy Mountains,Canberra,New South Wales,plains,alpine,tersian,auto,8,103,0
448,126,66,24,Wallace,Wallace,Snowy Mountains,Canberra,New South Wales,plains,alpine,tersian,auto,8,104,0
449,168,69,152,Wallace,Wallace,Snowy Mountains,Canberra,New South Wales,plains,alpine,tersian,auto,8,105,0
450,0,72,25,Beresford,Beresford,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,106,0
451,42,75,153,Beresford,Beresford,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,107,0
452,84,78,26,Dampier,Dampier,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,108,0
453,126,81,154,Dampier,Dampier,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,109,0
454,168,84,27,Dampier,Dampier,South Coast,Canberra,New South Wales,plains,illawarran,tersian,auto,8,110,0
455,0,87,155,Cowley,Cowley,Capital Territory,Canberra,New South Wales,plains,illawarran,tersian,auto,8,111,0
456,42,90,28,Cowley,Cowley,Capital Territory,Canberra,New South Wales,plains,illawarran,tersian,auto,8,112,0
457,84,93,156,Murrumbateman,Murray,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,121,121
458,126,96,29,Canberra,Canberra,Capital Territory,Canberra,New South Wales,plains,illawarran,tersian,auto,8,114,0
459,168,99,157,Williamsdale,Canberra,Capital Territory,Canberra,New South Wales,plains,illawarran,tersian,auto,8,113,0
460,0,102,30,Murray,Murray,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,120,121
461,42,105,158,St Vincent,St Vincent,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,119,121
462,84,108,31,St Vincent,St Vincent,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,118,121
463,126,111,159,St Vincent,St Vincent,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,117,121
464,168,114,32,St Vincent,St Vincent,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,116,121
465,0,117,160,Argyle,Argyle,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,115,121
466,42,120,33,Argyle,Argyle,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,114,121
467,84,123,161,Argyle,Argyle,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,113,121
468,126,126,34,Argyle,Argyle,Tablelands,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,112,121
469,168,129,162,King,King,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,111,121
470,0,132,35,King,King,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,110,121
471,42,135,163,King,King,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,109,121
472,84,138,36,Camden,Camden,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,108,121
473,126,141,164,Camden,Camden,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,107,121
474,168,144,37,Camden,Camden,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,106,121
475,0,147,165,Camden,Camden,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,105,121
476,42,150,38,Oberon,Oberon,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,104,121
477,84,153,166,Oberon,Oberon,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,103,121
478,126,156,39,Oberon,Oberon,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,102,121
479,168,159,167,Georgiana,Georgiana,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,101,121
480,0,162,40,Georgiana,Georgiana,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,100,121
481,42,165,168,Bathurst,Bathurst,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,99,121
482,84,168,41,Bathurst,Bathurst,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,98,121
483,126,171,169,Bathurst,Bathurst,Tablelands,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,97,121
484,168,174,42,Wellington,Wellington,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,96,121
485,0,177,170,Wellington,Wellington,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,95,121
486,42,180,43,Wellington,Wellington,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,94,121
487,84,183,171,Roxburgh,Roxburgh,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,93,121
488,126,186,44,Roxburgh,Roxburgh,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,92,121
489,168,189,172,Cook,Cook,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,91,121
490,0,192,45,Cook,Cook,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,90,121
491,42,195,173,Cook,Cook,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,89,121
492,84,198,46,Botany,Cumberland,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,88,121
493,126,201,174,Sydney,Cumberland,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,87,121
494,168,204,47,Macarthur,Cumberland,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,86,121
495,0,207,175,Penrith,Cumberland,Sydney,Nineteen Counties,New South Wales,plains,illawarran,tersian,auto,242,85,121
496,42,210,48,Northumberland,Northumberland,Sydney,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,84,121
497,84,0,176,Northumberland,Northumberland,Sydney,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,83,121
498,126,3,49,Northumberland,Northumberland,Sydney,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,82,121
499,168,6,177,Northumberland,Northumberland,Sydney,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,81,121
500,0,9,50,Hunter,Hunter,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,80,121
501,42,12,178,Hunter,Hunter,Blue Mountains,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,79,121
502,84,15,51,Phillip,Phillip,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,78,121
503,126,18,179,Phillip,Phillip,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,77,121
504,168,21,52,Phillip,Phillip,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,76,121
505,0,24,180,Bligh,Bligh,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,75,121
506,42,27,53,Bligh,Bligh,Mudgee,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,74,121
507,84,30,181,Scone,Scone,Hunter,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,73,121
508,126,33,54,Scone,Scone,Hunter,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,72,121
509,168,36,182,Scone,Scone,Hunter,Nineteen Counties,New South Wales,plains,alpine,tersian,auto,242,71,121
510,0,39,55,Muswellbrook,Muswellbrook,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,70,121
511,42,42,183,Muswellbrook,Muswellbrook,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,69,121
512,84,45,56,Muswellbrook,Muswellbrook,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,68,121
513,126,48,184,Gloucester,Gloucester,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,67,121
514,168,51,57,Gloucester,Gloucester,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,66,121
515,0,54,185,Gloucester,Gloucester,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,65,121
516,42,57,58,Gloucester,Gloucester,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,64,121
517,84,60,186,Gloucester,Gloucester,Hunter,Nineteen Counties,New South Wales,plains,new_english,tersian,auto,242,63,121
518,126,63,59,Macquarie,Macquarie,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,103,170,224
519,168,66,187,Macquarie,Macquarie,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,102,170,224
520,0,69,60,Macquarie,Macquarie,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,101,170,224
521,42,72,188,Macquarie,Macquarie,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,100,170,224
522,84,75,61,Hawes,Hawes,Binghi,New England,New South Wales,plains,new_english,tersian,auto,99,170,224
523,126,78,189,Hawes,Hawes,Binghi,New England,New South Wales,plains,new_english,tersian,auto,98,170,224
524,168,81,62,Hawes,Hawes,Binghi,New England,New South Wales,plains,new_english,tersian,auto,97,170,224
525,0,84,190,Dudley,Dudley,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,96,170,224
526,126,21,144,Dudley,Dudley,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,95,170,224
527,84,90,191,Vernon,Vernon,Binghi,New England,New South Wales,plains,new_english,tersian,auto,94,170,224
528,126,93,64,Vernon,Vernon,Binghi,New England,New South Wales,plains,new_english,tersian,auto,93,170,224
529,168,96,192,Vernon,Vernon,Binghi,New England,New South Wales,plains,new_english,tersian,auto,92,170,224
530,0,99,65,Sandon,Sandon,Binghi,New England,New South Wales,plains,new_english,tersian,auto,91,170,224
531,42,102,193,Sandon,Sandon,Binghi,New England,New South Wales,plains,new_english,tersian,auto,90,170,224
532,84,105,66,Clarke,Clarke,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,89,170,224
533,126,108,194,Clarke,Clarke,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,88,170,224
534,168,111,67,Clarke,Clarke,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,87,170,224
535,0,114,195,Raleigh,Raleigh,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,86,170,224
536,42,117,68,Raleigh,Raleigh,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,85,170,224
537,84,120,196,Fitzroy,Fitzroy,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,84,170,224
538,126,123,69,Fitzroy,Fitzroy,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,83,170,224
539,168,126,197,Fitzroy,Fitzroy,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,82,170,224
540,0,129,70,Fitzroy,Fitzroy,Portharbour,New England,New South Wales,plains,new_english,tersian,auto,81,170,224
541,42,132,198,Gresham,Gresham,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,80,170,224
542,84,135,71,Gresham,Gresham,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,79,170,224
543,126,138,199,Drake,Drake,New Highlands,New England,New South Wales,plains,new_english,tersian,auto,78,170,224
544,168,141,72,Drake,Drake,New Highlands,New England,New South Wales,plains,new_english,tersian,auto,77,170,224
545,0,144,200,Drake,Drake,New Highlands,New England,New South Wales,plains,new_english,tersian,auto,76,170,224
546,42,147,73,Clarence,Clarence,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,75,170,224
547,84,150,201,Clarence,Clarence,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,74,170,224
548,126,153,74,Clarence,Clarence,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,73,170,224
549,168,156,202,Richmond Valley,Richmond Valley,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,72,170,224
550,0,159,75,Richmond Valley,Richmond Valley,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,71,170,224
551,42,162,203,Rous,Rous,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,70,170,224
552,84,165,76,Rous,Rous,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,69,170,224
553,126,168,204,Rous,Rous,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,68,170,224
554,168,171,77,Rous,Rous,Lowlands,New England,New South Wales,plains,new_english,tersian,auto,67,170,224
555,0,174,205,Buller,Buller,New Highlands,New England,New South Wales,plains,new_english,tersian,auto,66,170,224
556,42,177,78,Buller,Buller,New Highlands,New England,New South Wales,plains,new_english,tersian,auto,65,170,224
557,84,180,206,Clive,Clive,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,64,170,224
558,126,183,79,Clive,Clive,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,63,170,224
559,168,186,207,Clive,Clive,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,62,170,224
560,0,189,80,Clive,Clive,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,61,170,224
561,42,192,208,Gough,Gough,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,60,170,224
562,84,195,81,Gough,Gough,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,59,170,224
563,126,198,209,Gough,Gough,New England Tablelands,New England,New South Wales,plains,new_english,tersian,auto,58,170,224
564,168,201,82,Hardinge,Hardinge,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,57,170,224
565,0,204,210,Hardinge,Hardinge,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,56,170,224
566,42,207,83,Darling,Darling,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,55,170,224
567,84,210,211,Darling,Darling,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,54,170,224
568,126,0,84,Inglis,Inglis,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,53,170,224
569,168,3,212,Parry,Parry,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,52,170,224
570,0,6,85,Buckland,Buckland,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,51,170,224
571,42,9,213,Pottinger,Pottinger,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,50,170,224
572,84,12,86,Pottinger,Pottinger,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,49,170,224
573,126,15,214,Pottinger,Pottinger,Tamworth,New England,New South Wales,plains,rivers,tersian,auto,48,170,224
574,168,18,87,Nandewar,Nandewar,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,47,170,224
575,0,21,215,Nandewar,Nandewar,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,46,170,224
576,42,24,88,Murchison,Murchison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,45,170,224
577,84,27,216,Murchison,Murchison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,44,170,224
578,126,30,89,Murchison,Murchison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,43,170,224
579,168,33,217,Arrawatta,Arrawatta,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,42,170,224
580,0,36,90,Arrawatta,Arrawatta,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,41,170,224
581,42,39,218,Arrawatta,Arrawatta,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,40,170,224
582,84,42,91,Burnett,Burnett,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,39,170,224
583,126,45,219,Burnett,Burnett,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,38,170,224
584,168,48,92,Burnett,Burnett,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,37,170,224
585,0,51,220,Stapylton,Stapylton,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,36,170,224
586,42,54,93,Stapylton,Stapylton,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,35,170,224
587,84,57,221,Stapylton,Stapylton,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,34,170,224
588,126,60,94,Courallie,Courallie,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,33,170,224
589,168,63,222,Courallie,Courallie,North West Slopes,New England,New South Wales,plains,rivers,tersian,auto,32,170,224
590,0,66,95,Benarba,Benarba,Orana,Orana,New South Wales,plains,rivers,tersian,auto,168,69,12
591,42,69,223,Benarba,Benarba,Orana,Orana,New South Wales,plains,rivers,tersian,auto,168,69,13
592,84,72,96,Benarba,Benarba,Orana,Orana,New South Wales,plains,rivers,tersian,auto,168,69,14
593,126,75,224,Benarba,Benarba,Orana,Orana,New South Wales,plains,rivers,tersian,auto,168,69,15
594,168,78,97,Jamison,Jamison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,168,69,16
595,0,81,225,Jamison,Jamison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,168,69,17
596,42,84,98,Jamison,Jamison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,168,69,18
597,84,87,226,Jamison,Jamison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,168,69,19
598,126,90,99,Jamison,Jamison,Nandewar,New England,New South Wales,plains,rivers,tersian,auto,168,69,20
599,168,93,227,White,White,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,21
600,0,96,0,White,White,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,22
601,42,99,128,White,White,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,23
602,84,102,1,White,White,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,24
603,126,105,129,Napier,Napier,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,25
604,168,108,2,Napier,Napier,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,26
605,0,111,130,Napier,Napier,Leichardt,Orana,New South Wales,plains,rivers,tersian,auto,168,69,27
606,42,114,3,Lincoln,Lincoln,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,28
607,84,117,131,Lincoln,Lincoln,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,29
608,126,120,4,Lincoln,Lincoln,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,30
609,168,123,132,Gordon,Gordon,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,31
610,0,126,5,Gordon,Gordon,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,32
611,42,129,133,Ashburnham,Ashburnham,Lincoln,Mourewenmar,New South Wales,plains,wamboolian,tersian,auto,168,69,33
